survey_id,response_id,question_id,question_text,value_json,source_version
survey-demo,B0961,q_wait,Tempo de espera,19,1
survey-demo,B0962,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0962,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0962,q_wait,Tempo de espera,37,1
survey-demo,B0963,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0963,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0963,q_wait,Tempo de espera,73,1
survey-demo,B0964,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0964,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0964,q_wait,Tempo de espera,85,1
survey-demo,B0966,q_wait,Tempo de espera,18,1
survey-demo,B0967,q_wait,Tempo de espera,34,1
survey-demo,B0968,q_wait,Tempo de espera,53,2
survey-demo,B0969,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0969,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0969,q_wait,Tempo de espera,46,1
survey-demo,B0971,q_wait,Tempo de espera,13,1
survey-demo,B0972,q_wait,Tempo de espera,88,1
survey-demo,B0973,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0973,q_wait,Tempo de espera,50,1
survey-demo,B0974,q_wait,Tempo de espera,2,1
survey-demo,B0975,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0975,q_wait,Tempo de espera,67,1
survey-demo,B0976,q_wait,Tempo de espera,25,2
survey-demo,B0977,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0977,q_wait,Tempo de espera,43,1
survey-demo,B0979,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0979,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0979,q_wait,Tempo de espera,73,1
survey-demo,B0980,q_wait,Tempo de espera,74,1
survey-demo,B0981,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0981,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0981,q_wait,Tempo de espera,58,1
survey-demo,B0984,q_wait,Tempo de espera,28,2
survey-demo,B0986,q_wait,Tempo de espera,63,1
survey-demo,B0987,q_wait,Tempo de espera,14,1
survey-demo,B0988,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0988,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0988,q_wait,Tempo de espera,63,1
survey-demo,B0989,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0989,q_wait,Tempo de espera,44,1
survey-demo,B0992,q_wait,Tempo de espera,28,2
survey-demo,B0993,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0993,q_wait,Tempo de espera,67,1
survey-demo,B0994,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0994,q_wait,Tempo de espera,28,1
survey-demo,B0995,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0995,q_wait,Tempo de espera,64,1
survey-demo,B0996,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0996,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0996,q_wait,Tempo de espera,9,1
survey-demo,B0997,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0997,q_wait,Tempo de espera,25,1
survey-demo,B0999,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0999,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0999,q_wait,Tempo de espera,28,1
survey-demo,B1000,q_wait,Tempo de espera,30,2
survey-demo,B1001,q_wait,Tempo de espera,24,1
survey-demo,B1002,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1002,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1002,q_wait,Tempo de espera,81,1
survey-demo,B1004,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1004,q_wait,Tempo de espera,6,1
survey-demo,B1006,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B1006,q_wait,Tempo de espera,46,1
survey-demo,B1007,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1007,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1007,q_wait,Tempo de espera,25,1
survey-demo,B1008,q_wait,Tempo de espera,90,2
survey-demo,B1010,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1010,q_wait,Tempo de espera,12,1
survey-demo,B1011,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1011,q_wait,Tempo de espera,88,1
survey-demo,B1013,q_wait,Tempo de espera,33,1
survey-demo,B1014,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1014,q_wait,Tempo de espera,42,1
survey-demo,B1016,q_wait,Tempo de espera,27,2
survey-demo,B1017,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1017,q_wait,Tempo de espera,80,1
survey-demo,B1018,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1018,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1018,q_wait,Tempo de espera,58,1
survey-demo,B1019,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1019,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1019,q_wait,Tempo de espera,25,1
survey-demo,B1020,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1020,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1020,q_wait,Tempo de espera,80,1
survey-demo,B1023,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1023,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1023,q_wait,Tempo de espera,66,1
survey-demo,B1024,q_wait,Tempo de espera,28,2
survey-demo,B1025,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1025,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1025,q_wait,Tempo de espera,32,1
survey-demo,B1027,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B1027,q_wait,Tempo de espera,69,1
survey-demo,B1028,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1028,q_wait,Tempo de espera,22,1
survey-demo,B1029,q_wait,Tempo de espera,49,1
survey-demo,B1030,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1030,q_wait,Tempo de espera,75,1
survey-demo,B1031,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1031,q_wait,Tempo de espera,73,1
survey-demo,B1032,q_wait,Tempo de espera,37,2
survey-demo,B1033,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B1033,q_wait,Tempo de espera,75,1
survey-demo,B1034,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1034,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1034,q_wait,Tempo de espera,11,1
survey-demo,B1035,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1035,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1035,q_wait,Tempo de espera,19,1
survey-demo,B1036,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1036,q_wait,Tempo de espera,47,1
survey-demo,B1037,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1037,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B1037,q_wait,Tempo de espera,62,1
survey-demo,B1040,q_wait,Tempo de espera,56,2
survey-demo,B1041,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1041,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1041,q_wait,Tempo de espera,10,1
survey-demo,B1043,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B1043,q_wait,Tempo de espera,41,1
survey-demo,B1045,q_wait,Tempo de espera,9,1
survey-demo,B1046,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1046,q_wait,Tempo de espera,26,1
survey-demo,B1047,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1047,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1047,q_wait,Tempo de espera,37,1
survey-demo,B1048,q_wait,Tempo de espera,34,2
survey-demo,B1049,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1049,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B1049,q_wait,Tempo de espera,77,1
survey-demo,B1050,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1050,q_wait,Tempo de espera,57,1
survey-demo,B1053,q_wait,Tempo de espera,68,1
survey-demo,B1054,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1054,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1054,q_wait,Tempo de espera,81,1
survey-demo,B1056,q_wait,Tempo de espera,63,2
survey-demo,B1058,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1058,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B1058,q_wait,Tempo de espera,88,1
survey-demo,B1059,q_wait,Tempo de espera,59,1
survey-demo,B1060,q_wait,Tempo de espera,61,1
survey-demo,B1061,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1061,q_wait,Tempo de espera,89,1
survey-demo,B1062,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1062,q_wait,Tempo de espera,57,1
survey-demo,B1063,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B1063,q_wait,Tempo de espera,89,1
survey-demo,B1064,q_wait,Tempo de espera,78,2
survey-demo,B1066,q_wait,Tempo de espera,58,1
survey-demo,B1067,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1067,q_wait,Tempo de espera,15,1
survey-demo,B1069,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B1069,q_wait,Tempo de espera,72,1
survey-demo,B1071,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1071,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1071,q_wait,Tempo de espera,78,1
survey-demo,B1072,q_wait,Tempo de espera,76,2
survey-demo,B1073,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B1073,q_wait,Tempo de espera,60,1
survey-demo,B1074,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1074,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1074,q_wait,Tempo de espera,20,1
survey-demo,B1076,q_wait,Tempo de espera,4,1
survey-demo,B1077,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1077,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1077,q_wait,Tempo de espera,9,1
survey-demo,B1080,q_wait,Tempo de espera,2,2
survey-demo,B1081,q_wait,Tempo de espera,17,1
survey-demo,B1082,q_wait,Tempo de espera,46,1
survey-demo,B1083,q_wait,Tempo de espera,36,1
survey-demo,B1084,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1084,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1084,q_wait,Tempo de espera,61,1
survey-demo,B1085,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1085,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1085,q_wait,Tempo de espera,22,1
survey-demo,B1086,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1086,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1086,q_wait,Tempo de espera,7,1
survey-demo,B1087,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1087,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1087,q_wait,Tempo de espera,71,1
survey-demo,B1088,q_wait,Tempo de espera,42,2
survey-demo,B1090,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1090,q_wait,Tempo de espera,64,1
survey-demo,B1091,q_wait,Tempo de espera,81,1
survey-demo,B1092,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1092,q_wait,Tempo de espera,81,1
survey-demo,B1094,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1094,q_wait,Tempo de espera,42,1
survey-demo,B1096,q_wait,Tempo de espera,65,2
survey-demo,B1097,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1097,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1097,q_wait,Tempo de espera,65,1
survey-demo,B1101,q_wait,Tempo de espera,37,1
survey-demo,B1103,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1103,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1103,q_wait,Tempo de espera,16,1
survey-demo,B1104,q_wait,Tempo de espera,56,2
survey-demo,B1105,q_wait,Tempo de espera,64,1
survey-demo,B1106,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1106,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1106,q_wait,Tempo de espera,87,1
survey-demo,B1109,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1109,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1109,q_wait,Tempo de espera,59,1
survey-demo,B1110,q_wait,Tempo de espera,89,1
survey-demo,B1111,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B1111,q_wait,Tempo de espera,6,1
survey-demo,B1112,q_wait,Tempo de espera,62,2
survey-demo,B1114,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1114,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B1114,q_wait,Tempo de espera,79,1
survey-demo,B1115,q_wait,Tempo de espera,28,1
survey-demo,B1116,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1116,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1116,q_wait,Tempo de espera,58,1
survey-demo,B1118,q_wait,Tempo de espera,12,1
survey-demo,B1119,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1119,q_wait,Tempo de espera,3,1
survey-demo,B1120,q_wait,Tempo de espera,16,2
survey-demo,B1121,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1121,q_wait,Tempo de espera,48,1
survey-demo,B1122,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1122,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1122,q_wait,Tempo de espera,26,1
survey-demo,B1123,q_wait,Tempo de espera,20,1
survey-demo,B1124,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1124,q_wait,Tempo de espera,65,1
survey-demo,B1125,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1125,q_wait,Tempo de espera,66,1
survey-demo,B1126,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1126,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B1126,q_wait,Tempo de espera,42,1
survey-demo,B1127,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B1127,q_wait,Tempo de espera,51,1
survey-demo,B1128,q_wait,Tempo de espera,46,2
survey-demo,B1129,q_wait,Tempo de espera,81,1
survey-demo,B1130,q_wait,Tempo de espera,86,1
survey-demo,B1134,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1134,q_wait,Tempo de espera,65,1
survey-demo,B1136,q_wait,Tempo de espera,3,2
survey-demo,B1137,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1137,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1137,q_wait,Tempo de espera,75,1
survey-demo,B1138,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1138,q_wait,Tempo de espera,13,1
survey-demo,B1139,q_wait,Tempo de espera,59,1
survey-demo,B1140,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1140,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1140,q_wait,Tempo de espera,64,1
survey-demo,B1141,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1141,q_wait,Tempo de espera,1,1
survey-demo,B1142,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B1142,q_wait,Tempo de espera,50,1
survey-demo,B1143,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1143,q_wait,Tempo de espera,31,1
survey-demo,B1144,q_wait,Tempo de espera,33,2
survey-demo,B1145,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1145,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1145,q_wait,Tempo de espera,22,1
survey-demo,B1146,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1146,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1146,q_wait,Tempo de espera,63,1
survey-demo,B1147,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1147,q_wait,Tempo de espera,45,1
survey-demo,B1149,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1149,q_wait,Tempo de espera,80,1
survey-demo,B1151,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1151,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B1151,q_wait,Tempo de espera,13,1
survey-demo,B1152,q_wait,Tempo de espera,85,2
survey-demo,B1154,q_wait,Tempo de espera,80,1
survey-demo,B1156,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1156,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B1156,q_wait,Tempo de espera,52,1
survey-demo,B1157,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1157,q_wait,Tempo de espera,67,1
survey-demo,B1159,q_wait,Tempo de espera,55,1
survey-demo,B1160,q_wait,Tempo de espera,11,2
survey-demo,B1161,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1161,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1161,q_wait,Tempo de espera,85,1
survey-demo,B1163,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1163,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1163,q_wait,Tempo de espera,8,1
survey-demo,B1164,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1164,q_wait,Tempo de espera,89,1
survey-demo,B1166,q_wait,Tempo de espera,18,1
survey-demo,B1167,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1167,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1167,q_wait,Tempo de espera,1,1
survey-demo,B1168,q_wait,Tempo de espera,3,2
survey-demo,B1170,q_wait,Tempo de espera,30,1
survey-demo,B1171,q_wait,Tempo de espera,76,1
survey-demo,B1173,q_wait,Tempo de espera,73,1
survey-demo,B1174,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1174,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1174,q_wait,Tempo de espera,54,1
survey-demo,B1176,q_wait,Tempo de espera,77,2
survey-demo,B1178,q_wait,Tempo de espera,49,1
survey-demo,B1179,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1179,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1179,q_wait,Tempo de espera,15,1
survey-demo,B1180,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1180,q_wait,Tempo de espera,52,1
survey-demo,B1182,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1182,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1182,q_wait,Tempo de espera,24,1
survey-demo,B1183,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B1183,q_wait,Tempo de espera,77,1
survey-demo,B1184,q_wait,Tempo de espera,15,2
survey-demo,B1185,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1185,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1185,q_wait,Tempo de espera,16,1
survey-demo,B1186,q_wait,Tempo de espera,65,1
survey-demo,B1188,q_wait,Tempo de espera,32,1
survey-demo,B1189,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1189,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1189,q_wait,Tempo de espera,57,1
survey-demo,B1190,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1190,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1190,q_wait,Tempo de espera,6,1
survey-demo,B1192,q_wait,Tempo de espera,15,2
survey-demo,B1193,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1193,q_wait,Tempo de espera,86,1
survey-demo,B1194,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1194,q_wait,Tempo de espera,43,1
survey-demo,B1195,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1195,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1195,q_wait,Tempo de espera,63,1
survey-demo,B1196,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B1196,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1196,q_wait,Tempo de espera,19,1
survey-demo,B1197,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1197,q_wait,Tempo de espera,50,1
survey-demo,B1199,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B1199,q_wait,Tempo de espera,56,1
survey-demo,R001,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,R001,q_wait,Tempo de espera,40,1
survey-demo,R002,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,R004,q_wait,Tempo de espera,5,2
survey-demo,R005,q_wait,Tempo de espera,0,1
survey-demo,R006,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,R006,q_detail,Detalhe,"{""contact"":{""channel"":""App""},""resolved"":true}",1
survey-demo,R007,q_wait,Tempo de espera,1,1
survey-demo,R007,q_wait_alt,Tempo-de-espera,2,1
survey-demo,R013,q_new,Nova pergunta,,1
survey-demo,R014,q_detail,Detalhe,"[{""option"":""App"",""subOptions"":[""Chat"",""Formulário""]},{""option"":""Telefone"",""subOptions"":[]}]",1
