response_id,customer_id,journey_stage,responded_at,updated_at,event_version,nps_score,csat_score,category,comment
R004184,C000195,service,2025-09-22T16:13:00Z,2025-09-22T17:14:00Z,1,8,3,experience,I needed more than one contact.
R004185,C000356,service,2025-09-22T17:44:00Z,2025-09-22T17:50:00Z,1,9,4,experience,Everything worked as expected.
R004186,C002306,service,2025-09-22T19:15:00Z,2025-09-22T20:01:00Z,1,6,3,schedule,The waiting time affected the experience.
R004187,C001464,support,2025-09-22T20:46:00Z,2025-09-22T21:34:00Z,1,4,3,communication,The waiting time affected the experience.
R004188,C000209,renewal,2025-09-22T22:17:00Z,2025-09-23T00:58:00Z,1,9,4,relationship,I needed more than one contact.
R004189,C000418,onboarding,2025-09-22T23:48:00Z,2025-09-23T01:57:00Z,1,10,2,information,Everything worked as expected.
R004190,C000563,renewal,2025-09-23T01:19:00Z,2025-09-23T04:07:00Z,1,6,4,relationship,I needed more than one contact.
R004191,C000646,service,2025-09-23T02:50:00Z,2025-09-23T03:57:00Z,1,8,4,schedule,The information could be clearer.
R004192,C000617,service,2025-09-23T04:21:00Z,2025-09-23T05:46:00Z,1,6,3,experience,Everything worked as expected.
R004193,C002000,renewal,2025-09-23T05:52:00Z,2025-09-23T06:23:00Z,1,8,4,value,The response was quick.
R004194,C001480,service,2025-09-23T07:23:00Z,2025-09-23T08:13:00Z,1,9,4,experience,I needed more than one contact.
R004195,C001952,service,2025-09-23T08:54:00Z,2025-09-23T11:12:00Z,1,9,3,experience,Everything worked as expected.
R004196,C001420,service,2025-09-23T10:25:00Z,2025-09-23T13:10:00Z,1,4,5,experience,The information could be clearer.
R004197,C001312,onboarding,2025-09-23T11:56:00Z,2025-09-23T14:34:00Z,1,9,4,access,Everything worked as expected.
R004198,C001942,service,2025-09-23T13:27:00Z,2025-09-23T13:54:00Z,1,7,5,schedule,Everything worked as expected.
R004199,C001154,service,2025-09-23T14:58:00Z,2025-10-07T15:08:00Z,2,5,5,experience,The waiting time affected the experience.
R004200,C001297,support,2025-09-23T16:29:00Z,2025-09-23T18:32:00Z,1,5,3,resolution,The response was quick.
R004201,C000595,service,2025-09-23T18:00:00Z,2025-09-23T19:10:00Z,1,9,4,schedule,I needed more than one contact.
R004202,C000271,service,2025-09-23T19:31:00Z,2025-09-23T21:27:00Z,1,8,5,experience,The response was quick.
R004203,C002400,service,2025-09-23T21:02:00Z,2025-09-23T22:08:00Z,1,6,4,experience,I needed more than one contact.
R004204,C000447,support,2025-09-23T22:33:00Z,2025-09-24T00:37:00Z,1,7,5,resolution,I needed more than one contact.
R004205,C001786,onboarding,2025-09-24T00:04:00Z,2025-09-24T01:38:00Z,1,8,5,access,The response was quick.
R004206,C000967,renewal,2025-09-24T01:35:00Z,2025-09-24T03:58:00Z,1,9,3,value,The waiting time affected the experience.
R004207,C000104,onboarding,2025-09-24T03:06:00Z,2025-09-24T05:32:00Z,1,7,3,information,The information could be clearer.
R004208,C000300,support,2025-09-24T04:37:00Z,2025-09-24T07:11:00Z,1,8,3,communication,The response was quick.
R004209,C001379,support,2025-09-24T06:08:00Z,2025-09-24T06:40:00Z,1,9,3,communication,I needed more than one contact.
R004210,C002026,service,2025-09-24T07:39:00Z,2025-09-24T10:09:00Z,1,7,4,schedule,The information could be clearer.
R004211,C000400,support,2025-09-24T09:10:00Z,2025-09-24T09:56:00Z,1,7,3,resolution,The waiting time affected the experience.
R004212,C001102,onboarding,2025-09-24T10:41:00Z,2025-09-24T12:55:00Z,1,10,5,information,The waiting time affected the experience.
R004213,C000640,service,2025-09-24T12:12:00Z,2025-09-24T12:42:00Z,1,8,5,experience,I needed more than one contact.
R004214,C000509,support,2025-09-24T13:43:00Z,2025-09-24T14:50:00Z,1,9,3,resolution,I needed more than one contact.
R004215,C001303,support,2025-09-24T15:14:00Z,2025-09-24T16:23:00Z,1,7,3,resolution,Everything worked as expected.
R004216,C001684,support,2025-09-24T16:45:00Z,2025-10-08T17:12:00Z,2,9,3,resolution,I needed more than one contact.
R004217,C000405,support,2025-09-24T18:16:00Z,2025-09-24T20:37:00Z,1,9,4,communication,I needed more than one contact.
R004218,C002391,onboarding,2025-09-24T19:47:00Z,2025-09-24T21:09:00Z,1,8,4,access,The information could be clearer.
R004219,C001674,onboarding,2025-09-24T21:18:00Z,2025-09-24T23:29:00Z,1,10,4,information,I needed more than one contact.
R004220,C001844,service,2025-09-24T22:49:00Z,2025-09-24T23:33:00Z,1,6,4,schedule,I needed more than one contact.
R004221,C000730,service,2025-09-25T00:20:00Z,2025-09-25T01:02:00Z,1,9,4,schedule,Everything worked as expected.
R004222,C000981,support,2025-09-25T01:51:00Z,2025-09-25T04:40:00Z,1,5,3,communication,The response was quick.
R004223,C000871,service,2025-09-25T03:22:00Z,2025-09-25T05:16:00Z,1,3,4,experience,Everything worked as expected.
R004224,C000001,service,2025-09-25T04:53:00Z,2025-09-25T06:10:00Z,1,10,3,schedule,The waiting time affected the experience.
R004225,C000694,service,2025-09-25T06:24:00Z,2025-09-25T07:15:00Z,1,7,5,experience,The response was quick.
R004226,C000354,service,2025-09-25T07:55:00Z,2025-09-25T10:35:00Z,1,6,5,schedule,The response was quick.
R004227,C000697,service,2025-09-25T09:26:00Z,2025-09-25T10:06:00Z,1,8,5,schedule,I needed more than one contact.
R004228,C000173,service,2025-09-25T10:57:00Z,2025-09-25T11:46:00Z,1,3,3,schedule,I needed more than one contact.
R004229,C001993,support,2025-09-25T12:28:00Z,2025-09-25T14:47:00Z,1,5,3,resolution,The information could be clearer.
R004230,C001488,support,2025-09-25T13:59:00Z,2025-09-25T14:25:00Z,1,3,2,communication,The information could be clearer.
R004231,C001591,service,2025-09-25T15:30:00Z,2025-09-25T17:10:00Z,1,9,5,experience,The waiting time affected the experience.
R004232,C000495,support,2025-09-25T17:01:00Z,2025-09-25T17:22:00Z,1,7,3,resolution,The waiting time affected the experience.
R004233,C000365,service,2025-09-25T18:32:00Z,2025-10-09T19:16:00Z,2,7,5,experience,The waiting time affected the experience.
R004234,C000194,support,2025-09-25T20:03:00Z,2025-09-25T20:55:00Z,1,4,4,communication,I needed more than one contact.
R004235,C001390,service,2025-09-25T21:34:00Z,2025-09-25T23:29:00Z,1,5,5,schedule,I needed more than one contact.
R004236,C001811,support,2025-09-25T23:05:00Z,2025-09-25T23:30:00Z,1,10,2,communication,The waiting time affected the experience.
R004237,C000876,service,2025-09-26T00:36:00Z,2025-09-26T01:15:00Z,1,6,3,schedule,The waiting time affected the experience.
R004238,C000516,support,2025-09-26T02:07:00Z,2025-09-26T03:54:00Z,1,4,2,resolution,The response was quick.
R004239,C000629,support,2025-09-26T03:38:00Z,2025-09-26T04:46:00Z,1,6,3,communication,The waiting time affected the experience.
R004240,C001235,onboarding,2025-09-26T05:09:00Z,2025-09-26T06:31:00Z,1,10,4,access,I needed more than one contact.
R004241,C001430,onboarding,2025-09-26T06:40:00Z,2025-09-26T07:39:00Z,1,9,5,access,The waiting time affected the experience.
R004242,C000881,onboarding,2025-09-26T08:11:00Z,2025-09-26T10:32:00Z,1,8,5,information,Everything worked as expected.
R004243,C001510,service,2025-09-26T09:42:00Z,2025-09-26T10:02:00Z,1,8,3,schedule,The information could be clearer.
R004244,C000452,onboarding,2025-09-26T11:13:00Z,2025-09-26T12:21:00Z,1,8,4,information,The waiting time affected the experience.
R004245,C002024,support,2025-09-26T12:44:00Z,2025-09-26T14:21:00Z,1,7,3,communication,Everything worked as expected.
R004246,C000617,support,2025-09-26T14:15:00Z,2025-09-26T15:16:00Z,1,5,5,resolution,Everything worked as expected.
R004247,C000777,support,2025-09-26T15:46:00Z,2025-09-26T17:24:00Z,1,7,4,communication,The information could be clearer.
R004248,C001039,support,2025-09-26T17:17:00Z,2025-09-26T17:48:00Z,1,5,2,resolution,Everything worked as expected.
R004249,C000064,service,2025-09-26T18:48:00Z,2025-09-26T19:14:00Z,1,6,3,schedule,The information could be clearer.
R004250,C001978,renewal,2025-09-26T20:19:00Z,2025-10-10T20:21:00Z,2,8,3,value,The information could be clearer.
R004251,C000774,onboarding,2025-09-26T21:50:00Z,2025-09-27T00:21:00Z,1,5,4,access,Everything worked as expected.
R004252,C000765,service,2025-09-26T23:21:00Z,2025-09-27T00:08:00Z,1,10,4,experience,The information could be clearer.
R004253,C000619,renewal,2025-09-27T00:52:00Z,2025-09-27T03:49:00Z,1,8,4,relationship,The information could be clearer.
R004254,C002268,onboarding,2025-09-27T02:23:00Z,2025-09-27T03:45:00Z,1,10,5,information,The information could be clearer.
R004255,C001517,renewal,2025-09-27T03:54:00Z,2025-09-27T06:37:00Z,1,6,3,value,The information could be clearer.
R004256,C000988,service,2025-09-27T05:25:00Z,2025-09-27T07:42:00Z,1,7,4,experience,The information could be clearer.
R004257,C002380,onboarding,2025-09-27T06:56:00Z,2025-09-27T08:17:00Z,1,10,5,information,The response was quick.
R004258,C000518,onboarding,2025-09-27T08:27:00Z,2025-09-27T10:56:00Z,1,7,2,information,Everything worked as expected.
R004259,C000834,support,2025-09-27T09:58:00Z,2025-09-27T10:12:00Z,1,7,2,resolution,Everything worked as expected.
R004260,C000065,support,2025-09-27T11:29:00Z,2025-09-27T13:38:00Z,1,4,3,resolution,The response was quick.
R004261,C000179,service,2025-09-27T13:00:00Z,2025-09-27T14:47:00Z,1,7,3,experience,I needed more than one contact.
R004262,C001312,renewal,2025-09-27T14:31:00Z,2025-09-27T16:40:00Z,1,6,2,value,I needed more than one contact.
R004263,C000909,support,2025-09-27T16:02:00Z,2025-09-27T18:03:00Z,1,3,2,resolution,I needed more than one contact.
R004264,C002043,support,2025-09-27T17:33:00Z,2025-09-27T19:19:00Z,1,6,3,resolution,The response was quick.
R004265,C000364,service,2025-09-27T19:04:00Z,2025-09-27T21:59:00Z,1,9,4,schedule,I needed more than one contact.
R004266,C000953,support,2025-09-27T20:35:00Z,2025-09-27T21:10:00Z,1,7,3,resolution,Everything worked as expected.
R004267,C001033,service,2025-09-27T22:06:00Z,2025-10-11T22:25:00Z,2,9,3,schedule,I needed more than one contact.
R004268,C000362,renewal,2025-09-27T23:37:00Z,2025-09-28T00:59:00Z,1,6,4,value,The information could be clearer.
R004269,C000609,onboarding,2025-09-28T01:08:00Z,2025-09-28T01:35:00Z,1,8,4,access,I needed more than one contact.
R004270,C001072,service,2025-09-28T02:39:00Z,2025-09-28T05:18:00Z,1,7,4,experience,I needed more than one contact.
R004271,C002089,renewal,2025-09-28T04:10:00Z,2025-09-28T04:52:00Z,1,6,4,relationship,The response was quick.
R004272,C001838,renewal,2025-09-28T05:41:00Z,2025-09-28T08:20:00Z,1,8,4,value,The waiting time affected the experience.
R004273,C000246,support,2025-09-28T07:12:00Z,2025-09-28T08:49:00Z,1,7,5,communication,I needed more than one contact.
R004274,C002322,onboarding,2025-09-28T08:43:00Z,2025-09-28T09:38:00Z,1,8,5,access,The response was quick.
R004275,C000934,service,2025-09-28T10:14:00Z,2025-09-28T11:01:00Z,1,7,4,schedule,I needed more than one contact.
R004276,C000689,support,2025-09-28T11:45:00Z,2025-09-28T13:37:00Z,1,5,1,communication,I needed more than one contact.
R004277,C001960,renewal,2025-09-28T13:16:00Z,2025-09-28T15:11:00Z,1,8,3,value,Everything worked as expected.
R004278,C001244,support,2025-09-28T14:47:00Z,2025-09-28T17:19:00Z,1,9,4,communication,The waiting time affected the experience.
R004279,C000517,service,2025-09-28T16:18:00Z,2025-09-28T16:52:00Z,1,8,5,experience,The waiting time affected the experience.
R004280,C000826,onboarding,2025-09-28T17:49:00Z,2025-09-28T20:41:00Z,1,7,5,access,Everything worked as expected.
R004281,C002083,support,2025-09-28T19:20:00Z,2025-09-28T20:49:00Z,1,5,4,communication,The information could be clearer.
R004282,C000261,service,2025-09-28T20:51:00Z,2025-09-28T21:50:00Z,1,6,4,experience,I needed more than one contact.
R004283,C002008,support,2025-09-28T22:22:00Z,2025-09-29T00:08:00Z,1,7,4,communication,I needed more than one contact.
R004284,C001324,service,2025-09-28T23:53:00Z,2025-10-13T00:29:00Z,2,4,4,schedule,Everything worked as expected.
R004285,C000056,support,2025-09-29T01:24:00Z,2025-09-29T03:10:00Z,1,6,4,communication,The response was quick.
R004286,C001452,onboarding,2025-09-29T02:55:00Z,2025-09-29T05:05:00Z,1,10,4,access,Everything worked as expected.
R004287,C000898,renewal,2025-09-29T04:26:00Z,2025-09-29T06:14:00Z,1,8,4,value,The response was quick.
R004288,C001427,support,2025-09-29T05:57:00Z,2025-09-29T06:03:00Z,1,5,4,resolution,I needed more than one contact.
R004289,C001145,service,2025-09-29T07:28:00Z,2025-09-29T09:18:00Z,1,9,4,experience,The waiting time affected the experience.
R004290,C001526,service,2025-09-29T08:59:00Z,2025-09-29T11:32:00Z,1,8,4,schedule,Everything worked as expected.
R004291,C001352,support,2025-09-29T10:30:00Z,2025-09-29T10:43:00Z,1,4,3,resolution,The response was quick.
R004292,C001484,onboarding,2025-09-29T12:01:00Z,2025-09-29T12:27:00Z,1,10,3,information,Everything worked as expected.
R004293,C000530,onboarding,2025-09-29T13:32:00Z,2025-09-29T14:38:00Z,1,10,5,information,Everything worked as expected.
R004294,C000377,onboarding,2025-09-29T15:03:00Z,2025-09-29T16:23:00Z,1,8,5,access,The information could be clearer.
R004295,C001551,renewal,2025-09-29T16:34:00Z,2025-09-29T18:30:00Z,1,6,4,value,The waiting time affected the experience.
R004296,C002374,support,2025-09-29T18:05:00Z,2025-09-29T19:39:00Z,1,3,4,communication,I needed more than one contact.
R004297,C002021,support,2025-09-29T19:36:00Z,2025-09-29T20:18:00Z,1,8,3,resolution,I needed more than one contact.
R004298,C002077,renewal,2025-09-29T21:07:00Z,2025-09-29T23:07:00Z,1,10,4,value,The response was quick.
R004299,C000763,onboarding,2025-09-29T22:38:00Z,2025-09-30T00:30:00Z,1,8,5,access,I needed more than one contact.
R004300,C000067,service,2025-09-30T00:09:00Z,2025-09-30T00:45:00Z,1,4,4,schedule,Everything worked as expected.
R004301,C001808,support,2025-09-30T01:40:00Z,2025-10-14T02:33:00Z,2,7,5,resolution,The waiting time affected the experience.
R004302,C001925,service,2025-09-30T03:11:00Z,2025-09-30T03:24:00Z,1,10,5,schedule,Everything worked as expected.
R004303,C000794,support,2025-09-30T04:42:00Z,2025-09-30T06:32:00Z,1,7,5,resolution,I needed more than one contact.
R004304,C001427,onboarding,2025-09-30T06:13:00Z,2025-09-30T07:09:00Z,1,7,5,information,The information could be clearer.
R004305,C000436,service,2025-09-30T07:44:00Z,2025-09-30T10:39:00Z,1,9,3,experience,The waiting time affected the experience.
R004306,C000248,renewal,2025-09-30T09:15:00Z,2025-09-30T11:08:00Z,1,3,5,relationship,The information could be clearer.
R004307,C002372,onboarding,2025-09-30T10:46:00Z,2025-09-30T12:19:00Z,1,9,5,information,Everything worked as expected.
R004308,C000889,renewal,2025-09-30T12:17:00Z,2025-09-30T13:41:00Z,1,7,4,value,Everything worked as expected.
R004309,C002361,onboarding,2025-09-30T13:48:00Z,2025-09-30T13:57:00Z,1,7,4,access,Everything worked as expected.
R004310,C000624,service,2025-09-30T15:19:00Z,2025-09-30T16:54:00Z,1,10,4,schedule,The information could be clearer.
R004311,C000268,onboarding,2025-09-30T16:50:00Z,2025-09-30T17:16:00Z,1,10,5,access,Everything worked as expected.
R004312,C001118,support,2025-09-30T18:21:00Z,2025-09-30T20:59:00Z,1,4,4,resolution,I needed more than one contact.
R004313,C001118,service,2025-09-30T19:52:00Z,2025-09-30T20:44:00Z,1,7,3,experience,I needed more than one contact.
R004314,C000513,support,2025-09-30T21:23:00Z,2025-09-30T23:31:00Z,1,6,4,communication,I needed more than one contact.
R004315,C000423,onboarding,2025-09-30T22:54:00Z,2025-09-30T23:37:00Z,1,7,4,access,The information could be clearer.
R004316,C001377,support,2025-10-01T00:25:00Z,2025-10-01T03:23:00Z,1,5,1,resolution,The response was quick.
R004317,C002236,service,2025-10-01T01:56:00Z,2025-10-01T04:18:00Z,1,6,3,experience,The information could be clearer.
R004318,C000674,service,2025-10-01T03:27:00Z,2025-10-15T03:38:00Z,2,5,4,experience,Everything worked as expected.
R004319,C001473,service,2025-10-01T04:58:00Z,2025-10-01T05:49:00Z,1,9,3,experience,I needed more than one contact.
R004320,C001081,service,2025-10-01T06:29:00Z,2025-10-01T07:21:00Z,1,5,3,experience,Everything worked as expected.
R004321,C001525,support,2025-10-01T08:00:00Z,2025-10-01T08:38:00Z,1,3,3,communication,The waiting time affected the experience.
R004322,C001556,service,2025-10-01T09:31:00Z,2025-10-01T12:21:00Z,1,7,5,schedule,The response was quick.
R004323,C000373,service,2025-10-01T11:02:00Z,2025-10-01T12:53:00Z,1,9,5,schedule,I needed more than one contact.
R004324,C000596,service,2025-10-01T12:33:00Z,2025-10-01T15:09:00Z,1,8,4,schedule,I needed more than one contact.
R004325,C000081,onboarding,2025-10-01T14:04:00Z,2025-10-01T14:23:00Z,1,6,5,information,The waiting time affected the experience.
R004326,C002210,service,2025-10-01T15:35:00Z,2025-10-01T18:20:00Z,1,6,3,schedule,The waiting time affected the experience.
R004327,C001692,support,2025-10-01T17:06:00Z,2025-10-01T18:49:00Z,1,5,3,communication,I needed more than one contact.
R004328,C000588,support,2025-10-01T18:37:00Z,2025-10-01T21:30:00Z,1,7,4,communication,The response was quick.
R004329,C000105,support,2025-10-01T20:08:00Z,2025-10-01T20:54:00Z,1,8,4,resolution,I needed more than one contact.
R004330,C000863,onboarding,2025-10-01T21:39:00Z,2025-10-02T00:08:00Z,1,10,5,access,The response was quick.
R004331,C000282,support,2025-10-01T23:10:00Z,2025-10-01T23:37:00Z,1,5,2,resolution,Everything worked as expected.
R004332,C000205,service,2025-10-02T00:41:00Z,2025-10-02T00:53:00Z,1,9,4,experience,Everything worked as expected.
R004333,C001638,support,2025-10-02T02:12:00Z,2025-10-02T03:07:00Z,1,4,3,resolution,The information could be clearer.
R004334,C002359,service,2025-10-02T03:43:00Z,2025-10-02T04:17:00Z,1,5,4,experience,Everything worked as expected.
R004335,C001168,onboarding,2025-10-02T05:14:00Z,2025-10-16T05:42:00Z,2,9,5,access,The response was quick.
R004336,C000936,service,2025-10-02T06:45:00Z,2025-10-02T09:01:00Z,1,10,4,experience,The information could be clearer.
R004337,C001875,support,2025-10-02T08:16:00Z,2025-10-02T08:55:00Z,1,6,3,communication,The response was quick.
R004338,C001887,service,2025-10-02T09:47:00Z,2025-10-02T10:59:00Z,1,8,4,experience,The waiting time affected the experience.
R004339,C001718,support,2025-10-02T11:18:00Z,2025-10-02T13:30:00Z,1,4,3,resolution,I needed more than one contact.
R004340,C000869,service,2025-10-02T12:49:00Z,2025-10-02T13:52:00Z,1,7,4,schedule,Everything worked as expected.
R004341,C002253,renewal,2025-10-02T14:20:00Z,2025-10-02T15:08:00Z,1,8,5,value,The waiting time affected the experience.
R004342,C001985,service,2025-10-02T15:51:00Z,2025-10-02T17:55:00Z,1,7,5,experience,Everything worked as expected.
R004343,C000963,renewal,2025-10-02T17:22:00Z,2025-10-02T19:45:00Z,1,9,4,relationship,The information could be clearer.
R004344,C001532,service,2025-10-02T18:53:00Z,2025-10-02T20:56:00Z,1,2,3,experience,The information could be clearer.
R004345,C002151,onboarding,2025-10-02T20:24:00Z,2025-10-02T21:16:00Z,1,8,5,access,The waiting time affected the experience.
R004346,C001761,service,2025-10-02T21:55:00Z,2025-10-02T22:23:00Z,1,7,4,schedule,I needed more than one contact.
R004347,C000218,onboarding,2025-10-02T23:26:00Z,2025-10-03T01:48:00Z,1,6,5,information,The waiting time affected the experience.
R004348,C001435,service,2025-10-03T00:57:00Z,2025-10-03T01:34:00Z,1,9,2,schedule,Everything worked as expected.
R004349,C000920,support,2025-10-03T02:28:00Z,2025-10-03T03:05:00Z,1,5,4,resolution,I needed more than one contact.
R004350,C002296,service,2025-10-03T03:59:00Z,2025-10-03T04:44:00Z,1,7,5,experience,Everything worked as expected.
R004351,C002091,support,2025-10-03T05:30:00Z,2025-10-03T06:44:00Z,1,6,3,resolution,Everything worked as expected.
R004352,C000698,service,2025-10-03T07:01:00Z,2025-10-17T07:46:00Z,2,8,4,experience,The waiting time affected the experience.
R004353,C001187,service,2025-10-03T08:32:00Z,2025-10-03T09:37:00Z,1,8,4,experience,The waiting time affected the experience.
R004354,C000730,renewal,2025-10-03T10:03:00Z,2025-10-03T10:49:00Z,1,3,3,relationship,The information could be clearer.
R004355,C001017,renewal,2025-10-03T11:34:00Z,2025-10-03T13:29:00Z,1,7,4,relationship,I needed more than one contact.
R004356,C001451,support,2025-10-03T13:05:00Z,2025-10-03T13:19:00Z,1,9,5,communication,The waiting time affected the experience.
R004357,C001597,support,2025-10-03T14:36:00Z,2025-10-03T16:24:00Z,1,8,3,resolution,The response was quick.
R004358,C000227,renewal,2025-10-03T16:07:00Z,2025-10-03T16:55:00Z,1,8,3,value,The information could be clearer.
R004359,C001945,support,2025-10-03T17:38:00Z,2025-10-03T19:20:00Z,1,8,3,resolution,The response was quick.
R004360,C002022,support,2025-10-03T19:09:00Z,2025-10-03T20:04:00Z,1,8,4,resolution,The response was quick.
R004361,C001257,support,2025-10-03T20:40:00Z,2025-10-03T23:40:00Z,1,8,3,communication,The response was quick.
R004362,C000718,renewal,2025-10-03T22:11:00Z,2025-10-03T22:24:00Z,1,5,2,value,The response was quick.
R004363,C001533,service,2025-10-03T23:42:00Z,2025-10-04T01:40:00Z,1,5,4,experience,Everything worked as expected.
R004364,C001736,renewal,2025-10-04T01:13:00Z,2025-10-04T03:16:00Z,1,8,4,relationship,The waiting time affected the experience.
R004365,C001212,renewal,2025-10-04T02:44:00Z,2025-10-04T04:53:00Z,1,9,4,value,The response was quick.
R004366,C000577,renewal,2025-10-04T04:15:00Z,2025-10-04T07:04:00Z,1,8,3,value,Everything worked as expected.
R004367,C000809,onboarding,2025-10-04T05:46:00Z,2025-10-04T06:24:00Z,1,10,1,access,Everything worked as expected.
R004368,C000826,support,2025-10-04T07:17:00Z,2025-10-04T09:01:00Z,1,8,2,communication,The information could be clearer.
R004369,C001411,service,2025-10-04T08:48:00Z,2025-10-18T08:51:00Z,2,8,1,schedule,The information could be clearer.
R004370,C001423,service,2025-10-04T10:19:00Z,2025-10-04T10:25:00Z,1,9,5,experience,Everything worked as expected.
R004371,C000885,service,2025-10-04T11:50:00Z,2025-10-04T13:24:00Z,1,10,5,schedule,The information could be clearer.
R004372,C002086,service,2025-10-04T13:21:00Z,2025-10-04T14:01:00Z,1,8,2,experience,Everything worked as expected.
R004373,C001834,support,2025-10-04T14:52:00Z,2025-10-04T16:55:00Z,1,7,3,resolution,The information could be clearer.
R004374,C002046,support,2025-10-04T16:23:00Z,2025-10-04T18:33:00Z,1,5,3,resolution,The information could be clearer.
R004375,C001060,service,2025-10-04T17:54:00Z,2025-10-04T18:17:00Z,1,7,4,schedule,The waiting time affected the experience.
R004376,C000521,service,2025-10-04T19:25:00Z,2025-10-04T20:39:00Z,1,8,3,experience,The waiting time affected the experience.
R004377,C001097,renewal,2025-10-04T20:56:00Z,2025-10-04T22:07:00Z,1,10,3,value,Everything worked as expected.
R004378,C000156,service,2025-10-04T22:27:00Z,2025-10-05T01:13:00Z,1,5,4,schedule,The waiting time affected the experience.
R004379,C000896,support,2025-10-04T23:58:00Z,2025-10-05T02:05:00Z,1,3,4,resolution,The response was quick.
R004380,C000381,service,2025-10-05T01:29:00Z,2025-10-05T03:56:00Z,1,6,3,experience,Everything worked as expected.
R004381,C002103,service,2025-10-05T03:00:00Z,2025-10-05T04:10:00Z,1,5,4,schedule,The waiting time affected the experience.
R004382,C001925,onboarding,2025-10-05T04:31:00Z,2025-10-05T07:10:00Z,1,7,5,access,The waiting time affected the experience.
R004383,C000987,support,2025-10-05T06:02:00Z,2025-10-05T06:19:00Z,1,4,3,communication,The information could be clearer.
R004384,C001796,service,2025-10-05T07:33:00Z,2025-10-05T07:39:00Z,1,10,2,experience,I needed more than one contact.
R004385,C000617,onboarding,2025-10-05T09:04:00Z,2025-10-05T10:27:00Z,1,9,4,information,The response was quick.
R004386,C000474,onboarding,2025-10-05T10:35:00Z,2025-10-19T10:55:00Z,2,10,5,information,Everything worked as expected.
R004387,C000339,onboarding,2025-10-05T12:06:00Z,2025-10-05T14:16:00Z,1,8,4,access,The waiting time affected the experience.
R004388,C000740,service,2025-10-05T13:37:00Z,2025-10-05T14:39:00Z,1,8,3,experience,The waiting time affected the experience.
R004389,C002146,onboarding,2025-10-05T15:08:00Z,2025-10-05T16:44:00Z,1,8,3,information,The information could be clearer.
R004390,C000678,onboarding,2025-10-05T16:39:00Z,2025-10-05T18:58:00Z,1,10,5,information,Everything worked as expected.
R004391,C001938,service,2025-10-05T18:10:00Z,2025-10-05T18:24:00Z,1,7,5,schedule,I needed more than one contact.
R004392,C000619,service,2025-10-05T19:41:00Z,2025-10-05T22:35:00Z,1,9,5,experience,I needed more than one contact.
R004393,C001379,service,2025-10-05T21:12:00Z,2025-10-05T21:56:00Z,1,10,3,experience,The information could be clearer.
R004394,C002088,service,2025-10-05T22:43:00Z,2025-10-06T00:22:00Z,1,8,4,experience,I needed more than one contact.
R004395,C000479,service,2025-10-06T00:14:00Z,2025-10-06T01:47:00Z,1,9,4,experience,The response was quick.
R004396,C001309,support,2025-10-06T01:45:00Z,2025-10-06T03:41:00Z,1,10,3,communication,The response was quick.
R004397,C000828,support,2025-10-06T03:16:00Z,2025-10-06T04:43:00Z,1,6,3,communication,The waiting time affected the experience.
R004398,C000418,service,2025-10-06T04:47:00Z,2025-10-06T05:55:00Z,1,9,5,experience,Everything worked as expected.
R004399,C001781,service,2025-10-06T06:18:00Z,2025-10-06T07:22:00Z,1,9,3,experience,The response was quick.
R004400,C001227,service,2025-10-06T07:49:00Z,2025-10-06T08:56:00Z,1,9,4,schedule,I needed more than one contact.
R004401,C000063,onboarding,2025-10-06T09:20:00Z,2025-10-06T11:33:00Z,1,10,5,access,The waiting time affected the experience.
R004402,C002242,service,2025-10-06T10:51:00Z,2025-10-06T10:56:00Z,1,7,1,experience,The waiting time affected the experience.
R004403,C001502,support,2025-10-06T12:22:00Z,2025-10-20T12:59:00Z,2,6,1,communication,I needed more than one contact.
R004404,C002323,service,2025-10-06T13:53:00Z,2025-10-06T15:44:00Z,1,6,4,experience,Everything worked as expected.
R004405,C000130,service,2025-10-06T15:24:00Z,2025-10-06T18:07:00Z,1,6,3,experience,I needed more than one contact.
R004406,C000274,renewal,2025-10-06T16:55:00Z,2025-10-06T18:54:00Z,1,5,5,relationship,The waiting time affected the experience.
R004407,C002309,service,2025-10-06T18:26:00Z,2025-10-06T20:53:00Z,1,9,3,experience,The information could be clearer.
R004408,C000517,service,2025-10-06T19:57:00Z,2025-10-06T20:56:00Z,1,10,3,schedule,The information could be clearer.
R004409,C001331,support,2025-10-06T21:28:00Z,2025-10-06T22:21:00Z,1,7,3,communication,I needed more than one contact.
R004410,C000858,onboarding,2025-10-06T22:59:00Z,2025-10-07T00:28:00Z,1,9,5,access,The information could be clearer.
R004411,C001306,service,2025-10-07T00:30:00Z,2025-10-07T01:15:00Z,1,6,5,schedule,The waiting time affected the experience.
R004412,C002139,support,2025-10-07T02:01:00Z,2025-10-07T02:48:00Z,1,4,3,communication,The information could be clearer.
R004413,C001427,support,2025-10-07T03:32:00Z,2025-10-07T04:22:00Z,1,6,3,resolution,The information could be clearer.
R004414,C001706,renewal,2025-10-07T05:03:00Z,2025-10-07T07:03:00Z,1,9,5,value,I needed more than one contact.
R004415,C000591,support,2025-10-07T06:34:00Z,2025-10-07T08:26:00Z,1,6,4,communication,Everything worked as expected.
R004416,C000346,renewal,2025-10-07T08:05:00Z,2025-10-07T10:59:00Z,1,9,3,value,I needed more than one contact.
